gemeindecode_cbs,gemeindename,longitude,latitude
1706,Cranendonck,5.596194900804861,51.286293760705874
1708,Steenwijkerland,6.029976031945468,52.755578513494285
1709,Moerdijk,4.541910005355009,51.65881526620958
1711,Echt-Susteren,5.908211228479451,51.08504028531185
1714,Sluis,3.515354417343652,51.32860207154957
1719,Drimmelen,4.758770147418483,51.700162072936756
1721,Bernheze,5.520680932397171,51.68469408221936
1723,Alphen-Chaam,4.887324822900119,51.50137197595517
1724,Bergeijk,5.340042150069437,51.31014925808271
1728,Bladel,5.238733619757931,51.372307156311834
1729,Gulpen-Wittem,5.900151876114073,50.80234965877495
1730,Tynaarlo,6.604353262252879,53.09711058438369
1731,Midden-Drenthe,6.542666179713014,52.867405196244384
1734,Overbetuwe,5.778317689039871,51.924301936930554
1735,Hof van Twente,6.589990682498059,52.23643371697077
1740,Neder-Betuwe,5.586876475850817,51.91586959941804
1742,Rijssen-Holten,6.433980395252209,52.29142454521474
1771,Geldrop-Mierlo,5.58757173158813,51.43127360221175
1773,Olst-Wijhe,6.153362123945701,52.36681020286289
1774,Dinkelland,6.914215865933644,52.37302674336468
1783,Westland,4.216501990796119,51.997962200583416
1842,Midden-Delfland,4.30615253601999,51.964759927876635
1859,Berkelland,6.570752797885791,52.10092733286254
1876,Bronckhorst,6.3029445180614285,52.04524043262671
1883,Sittard-Geleen,5.8281931346163285,51.00487200521773
1884,Kaag en Braassem,4.629211932388994,52.192579837108525
1891,Dantumadiel,5.9845275104355595,53.280049330215824
1892,Zuidplas,4.607058393383306,51.998892082467385
1894,Peel en Maas,5.994846494763922,51.33629746582298
1895,Oldambt,7.055715348204874,53.19509574821328
1896,Zwartewaterland,6.064280219616624,52.60248308301461
1900,Súdwest-Fryslân,5.5490655947649286,53.02487015427105
1901,Bodegraven-Reeuwijk,4.766096993868899,52.06541936870992
1903,Eijsden-Margraten,5.77369813794841,50.80106740764776
1904,Stichtse Vecht,5.012586967679316,52.176969775346464
1911,Hollands Kroon,4.949299417609182,52.829735625423
1916,Leidschendam-Voorburg,4.42230720856238,52.09032829720951
